Date of Measurement,Device Model,Operating System Version,Task Type,Brightness Level (%),Battery Life (hours:minutes),Battery Health (%),Device Temperature (°C),CPU Utilization (%),Memory Usage (% RAM)
2025-05-02,iPhone 15 Pro,Android 14,Video Editing,61.35344454550081,9:59,90.15152663163745,42.0893660402612,42.87970050537366,41.555125231260554
2025-05-12,Surface Pro 9,Android 13,Gaming,77.92166566243586,4:42,93.22669627339536,41.70364437979147,52.297212434145045,77.95283489049237
2025-04-03,Pixel 7,macOS 13.3.1,Streaming,58.94513221308594,2:38,92.8410285821402,42.86016769398997,57.600670409680696,81.62968184963614
2025-04-29,HP Spectre x360,iPadOS 17.4,Coding,95.7473053448031,4:44,89.71536012399913,55.778753347554556,25.138681332499658,24.624132563291475
2025-05-09,Surface Pro 9,Windows 11 23H2,Gaming,57.896898537746935,3:48,105.425875867097,36.77000242816978,20.225459380315094,48.30470884548627
2025-04-27,"MacBook Pro 14""",macOS 13.3.1,Idle,84.00823066066549,9:47,93.48878930636548,37.64569196238106,33.06830378231254,36.11537316636756
2025-04-11,Galaxy S22,Windows 11 23H2,Gaming,77.88369498351196,7:59,92.66193926562565,35.33461986728174,60.087702916069645,47.45731525231698
2025-05-02,iPad Air 5,Android 13,Gaming,64.44696151777127,3:48,91.17072803401452,53.95916586613983,21.178118249012975,53.18211647206402
2025-04-24,HP Spectre x360,macOS 13.3.1,Gaming,65.05010509839641,8:03,81.97286814569975,44.366358949451765,70.82908442750546,68.37268271762343
2025-04-13,"MacBook Pro 14""",ios 17.4,Gaming,68.72190141810955,4:15,87.57793801465138,35.85732668254086,10.649774940788063,17.652861733187947
2025-05-11,Lenovo Yoga 9i,ios 17.4,Coding,53.41988709841805,9:41,84.25715476007423,48.36498910059441,20.72909681832273,60.70947540769283
2025-04-30,Galaxy S22,ios 17.4,Video Editing,36.09484313908907,4:28,81.21115153932848,36.20334219881705,65.05806832324704,31.000451298558637
2025-05-10,Pixel 7,ios 17.4,Coding,33.19477560717133,2:15,81.56392036638469,45.03833446412568,44.484829190432905,81.7675001028975
2025-05-03,iPad Air 5,iPadOS 17.4,Gaming,37.158812525778096,6:35,88.19200594595937,43.57501340922349,88.42538143648297,45.0699915789926
2025-04-24,Dell XPS 13,ios 17.4,Coding,79.40949806544592,9:57,87.42875480004449,35.59037222782989,74.8766220808055,40.74058411827538
2025-04-29,Galaxy Tab S8,Android 13,Gaming,39.785024499843296,3:19,100.79089655745685,38.17487729132687,27.611778691795482,54.28324533482353
2025-04-14,Galaxy Tab S8,Android 13,Gaming,25.335001392145713,3:19,93.0725488444037,46.275544494982256,31.80631577809414,44.207702570164415
2025-04-28,"MacBook Pro 14""",Windows 11 23H2,Idle,91.37806629365997,5:04,93.02802553820446,52.63934606103859,81.63136056426546,45.44442294143214
2025-04-23,iPhone 15 Pro,Android 13,Video Editing,61.53329407011299,4:55,86.32169896003658,30.505544384133096,81.32075653099318,60.497688490604375
2025-04-17,iPhone 15 Pro,Windows 11 23H2,Video Editing,16.927297683692593,7:12,86.7797954153976,46.11592388955116,20.14301742914409,72.15336309324651
2025-04-18,Galaxy Tab S8,Windows 11 23H2,Video Editing,38.12701957473174,4:23,99.63776085118661,34.595882751481554,50.64713531311077,70.68819730440218
2025-05-13,"MacBook Pro 14""",Windows 11 23H2,Idle,87.7367570737384,5:04,84.4378472259611,51.983455248917245,84.63056116071968,48.40879753458486
2025-05-13,Pixel 7,ios 17.4,Streaming,91.41968266256649,5:14,90.45164633283815,50.01187413400257,61.77738788141349,50.255396010163025
2025-05-06,Surface Pro 9,iPadOS 17.4,Video Editing,41.495593449445245,3:20,88.90818437813388,35.077759283767975,78.43802719146858,35.6122963665331
2025-04-05,"MacBook Pro 14""",ios 17.4,Gaming,48.79229868277746,6:27,90.18057717178326,44.96977854310836,41.43107765779473,36.6121261296405
2025-04-30,Pixel 7,Windows 11 23H2,Gaming,24.100989736596187,4:08,83.48657044359699,38.96098039825844,70.3959458236187,71.45645909139077
2025-05-07,Lenovo Yoga 9i,iPadOS 17.4,Streaming,43.77787940008162,10:59,85.56873717843827,33.955521395255815,39.70912751472134,80.62035441120894
2025-05-16,Galaxy Tab S8,Windows 11 23H2,Streaming,57.81019640546626,5:52,101.10804852103402,38.31933640680391,53.90626188933436,58.24007724499188
2025-05-08,Pixel 7,Windows 11 23H2,Gaming,18.55858453432011,4:08,89.4256551717402,41.00161380000789,69.0356291498768,84.35624287427243
2025-04-21,Galaxy Tab S8,Windows 11 23H2,Video Editing,33.636962022046525,4:23,95.36531186301113,39.199075740292606,60.76044442869892,71.92016271370935
2025-05-24,iPhone 15 Pro,Windows 11 23H2,Gaming,107.88418172613599,10:38,98.84508376676003,38.63887848451607,43.002145709657626,75.16721845780803
2025-04-22,Pixel 7,ios 17.4,Coding,23.84277183240508,2:15,85.48445456653216,45.89677596279294,35.69614540011274,82.10981250724143
2025-04-12,Dell XPS 13,ios 17.4,Idle,74.89337368879795,3:27,86.69387856729823,40.31380825352796,67.82164902580432,77.40790839120311
2025-04-10,"MacBook Pro 14""",Windows 11 23H2,Idle,32.25266152193182,8:02,96.53589438550767,46.433564605653196,23.243692119068882,75.16252833701016
2025-04-19,Dell XPS 13,macOS 13.3.1,Coding,27.180225955380074,4:31,94.53639903264032,50.716195798155006,37.40188706178168,82.40469870730202
2025-04-18,iPhone 15 Pro,iPadOS 17.4,Idle,83.14797706074799,3:03,98.84867504880503,45.88626844300299,78.65301859798835,30.38852112531732
2025-05-03,Pixel 7,iPadOS 17.4,Streaming,24.133333127373348,3:50,93.56803886438635,43.66361829453751,48.98365026297271,31.118090188296847
2025-05-21,iPad Air 5,Android 13,Idle,22.971110256076905,2:32,92.21124499127023,45.19159550423074,32.62822612826834,56.501521709003555
2025-04-28,"MacBook Pro 14""",macOS 13.3.1,Idle,74.1326865858154,9:47,93.68867250943065,47.49006925515403,44.6700040814887,30.82242075678263
2025-05-02,Dell XPS 13,macOS 13.3.1,Idle,52.00732091127269,3:41,101.72007508648319,33.89937666269735,22.95297057391776,46.114465732718024
2025-05-10,Pixel 7,Android 13,Idle,65.90560312764337,8:03,83.52654472930921,46.116711316987946,14.083259973460489,42.80648298399272
2025-04-17,Galaxy Tab S8,Windows 11 23H2,Video Editing,49.70883653445622,4:23,97.54676874464697,34.553480737155624,57.46643403207892,66.45529095825128
2025-05-20,iPad Air 5,macOS 13.3.1,Gaming,59.47312869889594,6:01,102.03891645845921,52.72753058218199,83.82765897102617,83.2803562930463
2025-05-12,Pixel 7,ios 17.4,Coding,25.339235274850466,2:15,81.83395890634341,44.37023032704745,37.12215060386211,75.90455378473574
2025-04-27,Dell XPS 13,iPadOS 17.4,Idle,40.31722888645527,4:06,95.65931989054383,60.853945985243556,63.15695580326053,41.14321631196375
2025-04-30,Galaxy S22,Windows 11 23H2,Gaming,35.237997669390644,3:06,92.86885906047506,60.33326521348393,80.90257546289709,27.165618271519335
2025-04-11,HP Spectre x360,Android 14,Coding,32.44109950886574,6:39,99.47139897083848,41.67787477201512,71.60983461030757,42.00437914448576
2025-05-18,Pixel 7,Android 13,Gaming,17.6347351649367,2:35,104.26873008498971,49.155998416497724,65.99973314826484,69.98457940565322
2025-05-21,Dell XPS 13,macOS 13.3.1,Idle,49.665371773765195,3:41,99.2526031066598,40.51743150258294,25.426559534968646,41.45387833694682
2025-04-05,iPhone 15 Pro,iPadOS 17.4,Streaming,92.06288017153678,3:57,78.72668787003582,39.873227723674006,76.90700391596002,70.20749416254158
2025-04-28,"MacBook Pro 14""",Windows 11 23H2,Idle,89.25787180730003,5:04,86.50104877725538,54.318183327373994,92.48114821516542,45.41255980975214
2025-04-29,Galaxy Tab S8,macOS 13.3.1,Gaming,69.45175671473697,5:34,95.67002160422412,48.071995629561265,12.964924793053413,60.40456079394472
2025-04-19,"MacBook Pro 14""",macOS 13.3.1,Idle,78.96060078530485,9:47,96.85879146446281,39.096804984646965,41.78558083184948,28.819673703761804
2025-04-23,iPad Air 5,iPadOS 17.4,Streaming,75.4234107520339,9:46,103.4221702582073,25.220279148801676,59.54036792814125,29.909999114652173
2025-05-14,Dell XPS 13,iPadOS 17.4,Gaming,33.3511952431207,2:50,97.5122337046612,36.34441273547423,68.90330592231531,73.38514906531897
2025-04-13,iPad Air 5,iPadOS 17.4,Streaming,87.57356691128018,9:46,97.79214582000486,31.06325481124348,59.808911017643,24.95141619941617
2025-05-03,Galaxy S22,macOS 13.3.1,Streaming,87.91483081082445,10:35,86.51789584524703,55.09853584112588,63.711289773770424,66.0860649488183
2025-04-12,HP Spectre x360,iPadOS 17.4,Coding,96.13985681526079,4:44,88.28267582951489,47.38682971521683,28.075464673981056,35.23168000208021
2025-04-16,Galaxy S22,macOS 13.3.1,Video Editing,25.37272802201022,6:16,88.97490311196731,37.641561964709865,70.34245769092571,68.8682915078434
2025-04-28,iPhone 15 Pro,Android 13,Idle,59.435827912755244,8:35,89.90579473250081,55.262722279212284,52.11038926883903,37.99538403225869
2025-04-04,Galaxy S22,Windows 11 23H2,Gaming,41.89853171511765,3:06,85.27635841782138,59.6909319423917,82.29980088057661,38.82858734569956
2025-05-02,Galaxy S22,Android 14,Streaming,89.3965686812733,3:14,94.83127235708652,34.78507876650666,29.65361497646552,31.462132029108467
2025-04-24,Lenovo Yoga 9i,iPadOS 17.4,Streaming,39.47387843338059,10:59,82.2614545096857,35.76260058513794,44.88212069082592,77.14680742242145
2025-04-25,Lenovo Yoga 9i,ios 17.4,Coding,51.510548622918364,9:41,87.8104336001719,52.22334598270861,42.102394163711395,55.740543447192444
2025-05-16,iPad Air 5,macOS 13.3.1,Gaming,64.32196175018147,6:01,103.80238185328092,50.95150664722803,82.68097226225589,71.39687199750522
2025-04-21,iPad Air 5,Android 13,Gaming,69.27299784778876,3:48,81.97769969201684,40.99386754273159,28.33286666516529,64.03811677123001
2025-04-16,Dell XPS 13,ios 17.4,Coding,86.63880250930485,9:57,83.76417193878878,43.26894610723712,73.22529147778842,53.39865535994291
2025-05-09,Pixel 7,Windows 11 23H2,Idle,68.56676852955563,6:01,101.43159149890708,41.958542386803124,53.29027202212257,70.18682414540375
2025-04-28,HP Spectre x360,iPadOS 17.4,Coding,85.08323430740866,6:37,93.24196282859359,29.65875488304088,11.770550237556538,62.118084382940204
2025-04-22,"MacBook Pro 14""",Windows 11 23H2,Idle,93.12298662729488,5:04,83.67170971732843,50.20242008141116,75.84771728597308,41.92847857272121
2025-04-23,Galaxy S22,Windows 11 23H2,Gaming,33.95713802062925,3:06,78.86826703894934,58.07625215151465,94.29351819857662,38.1817656878548
2025-05-03,iPhone 15 Pro,Windows 11 23H2,Video Editing,27.300446382152913,7:12,100.07984068192728,56.11919746602469,20.022762133815338,77.0654888238891
2025-05-06,iPad Air 5,iPadOS 17.4,Video Editing,62.688356933900025,8:53,93.5065273061543,37.053823764644065,68.46989497664795,49.50144419649852
2025-05-12,Pixel 7,Android 13,Gaming,20.290572811378176,2:35,99.80522515258617,38.07441851545491,63.314641286856315,70.99222279580124
2025-05-06,Pixel 7,iPadOS 17.4,Streaming,17.867003940328793,3:50,94.02590638499791,40.84228773663679,43.71262455110511,29.510039495324396
2025-04-28,Dell XPS 13,iPadOS 17.4,Idle,44.74577416614404,4:06,108.0333128606258,38.94825256282772,68.66333891564851,54.12978418422016
2025-04-18,Surface Pro 9,Windows 11 23H2,Video Editing,85.31167663924109,4:46,103.93734142518849,54.458103801892264,57.9170334773596,35.459128789588355
2025-05-10,iPhone 15 Pro,Android 13,Video Editing,69.93120265942827,4:55,93.85778037751992,31.134956966097224,77.29437470378117,58.0114510025235
2025-04-18,Surface Pro 9,Windows 11 23H2,Video Editing,96.52992841587647,4:46,92.88412020655628,52.27909731163799,54.348320336414915,36.978217906740895
2025-04-20,"MacBook Pro 14""",macOS 13.3.1,Idle,79.91007995262058,9:47,97.66740388632623,48.39370246799664,42.860648030862876,35.11141700402131
2025-04-23,Pixel 7,Android 13,Video Editing,59.463180831327726,2:29,95.25846287881846,42.33258517815614,71.79146743364603,48.42077096906635
2025-05-06,iPhone 15 Pro,iPadOS 17.4,Idle,89.56641236900077,3:59,89.44057444997588,50.43163150395821,48.68518941779052,73.84004050912654
2025-04-17,HP Spectre x360,Windows 11 23H2,Idle,91.84647626059754,2:53,94.27167788303116,50.39830149998805,75.24153475816868,31.48316519937952
2025-04-24,iPad Air 5,iPadOS 17.4,Streaming,82.74183631207953,9:46,103.43719622483015,38.51537464796427,71.79854448110626,29.471507377231532
2025-04-16,iPhone 15 Pro,ios 17.4,Idle,30.864892766146703,6:36,82.10062525856499,57.55762219769751,43.16674124460509,43.12973016306239
2025-04-27,Galaxy S22,Windows 11 23H2,Gaming,37.423504818903815,3:06,80.27115644475494,56.19483517839841,83.30083986990056,35.01470859836543
2025-04-16,"MacBook Pro 14""",Windows 11 23H2,Idle,29.85572547708039,8:02,93.98049543476826,55.074224467490744,23.57278456140545,76.03790646016775
2025-04-11,Galaxy Tab S8,Android 13,Gaming,46.68778030227791,9:31,94.34938689405122,43.23510177550399,85.09092120488478,55.69346533690286
2025-05-01,HP Spectre x360,iPadOS 17.4,Coding,83.03337753230264,6:37,99.3376966191935,44.71362751301264,8.57395806107944,49.217220824556776
2025-05-16,Dell XPS 13,Windows 11 23H2,Coding,85.18979032684827,9:11,90.43874038693158,40.446788858864956,90.05116917078792,68.91377939006537
2025-04-24,Pixel 7,Windows 11 23H2,Idle,70.33039820205697,6:01,98.6227812068751,32.72124258698648,47.506290019769374,68.06647594618671
2025-04-13,HP Spectre x360,macOS 13.3.1,Video Editing,88.72541048645496,9:44,87.92960285024472,53.21807089167448,78.30172531239269,24.800289241684652
2025-05-06,"MacBook Pro 14""",Windows 11 23H2,Video Editing,96.19886682957639,3:49,93.82029242057098,38.79059927832132,85.55739822551284,38.82314240113685
2025-04-22,iPhone 15 Pro,ios 17.4,Idle,26.4024722643302,6:36,86.69003190103041,45.19411502185654,53.30491904143468,46.30297141925302
2025-05-04,"MacBook Pro 14""",Android 13,Video Editing,33.53531495736508,9:24,93.81513401057992,41.65828933370917,21.787026900377214,46.53933499019779
2025-05-01,iPhone 15 Pro,Windows 11 23H2,Video Editing,26.02568237428084,7:12,90.50794749207013,49.738243495194126,18.714519355305335,71.20007718792307
2025-04-15,Galaxy Tab S8,Android 13,Gaming,39.725834904365975,9:31,103.00945962571663,34.385320340065114,81.6453483650568,55.6678737749911
2025-05-01,Pixel 7,Windows 11 23H2,Idle,62.26507914378126,6:01,91.20510895376577,48.41127243625446,57.71869601763439,74.45937253701734
2025-05-11,Pixel 7,ios 17.4,Coding,21.615099923244586,2:15,78.79924626865937,39.07644063051272,37.300916374540364,77.69135942518035
2025-05-11,Galaxy S22,macOS 13.3.1,Gaming,41.93278092281773,3:36,95.50391839110414,45.36102236177209,79.49345804083615,51.9862204867628
2025-04-27,Pixel 7,ios 17.4,Streaming,106.00294307034703,5:14,93.04838677194262,51.20597198108978,58.85020761055419,45.15065984648821
2025-05-03,iPhone 15 Pro,Windows 11 23H2,Video Editing,29.49032619066834,7:12,87.27961233007724,47.164318383061875,20.16080152551134,77.79373075687911
2025-05-15,iPhone 15 Pro,Android 13,Video Editing,67.77737442927014,4:55,91.36225678279675,27.504342653648486,69.4342368855012,55.08053393043729
2025-05-08,Lenovo Yoga 9i,iPadOS 17.4,Streaming,37.90101314485987,10:59,89.42713044832782,39.6565363602682,51.3922151883591,73.93079766897674
2025-05-17,"MacBook Pro 14""",ios 17.4,Streaming,71.02623380008433,6:55,90.1807814675448,41.53527863852529,20.420337657518488,73.59720862951993
2025-05-01,Pixel 7,ios 17.4,Coding,31.250782740878453,2:15,79.6239529268887,47.44080376733481,26.961817793118467,75.97582145503878
2025-05-01,"MacBook Pro 14""",Windows 11 23H2,Video Editing,98.87484595769386,3:49,98.73434183947168,40.65221688772487,79.32616897208189,34.36406477330034
2025-05-10,Lenovo Yoga 9i,Android 14,Gaming,41.49697808754849,7:27,84.16742981353521,58.419728469412966,21.751470455490058,62.79427244813195
2025-05-23,Galaxy S22,macOS 13.3.1,Gaming,44.11031399697236,3:36,87.1686971621897,41.59199659765178,80.8404235880323,52.98466188796
2025-05-20,HP Spectre x360,macOS 13.3.1,Coding,31.985980861619876,4:37,78.95098564008055,47.1948147096571,55.34248793597899,17.982750409130936
2025-05-01,Pixel 7,Android 13,Idle,75.55785303758367,8:03,83.63993361134612,40.82590491449322,21.73927851546228,44.42790931175255
2025-04-03,Galaxy S22,Windows 11 23H2,Video Editing,28.669006335863344,2:44,86.11861215029484,39.68808775096178,49.39863753394903,59.75999094950369
2025-04-30,"MacBook Pro 14""",macOS 13.3.1,Idle,85.32255472026148,9:47,91.21886162541341,42.61744146624131,45.49624033451856,38.128653087066255
2025-04-17,Lenovo Yoga 9i,Windows 11 23H2,Gaming,47.89334840364984,9:26,103.41207678583002,40.48344543010684,20.319918573240557,35.36666553714051
2025-05-06,"MacBook Pro 14""",ios 17.4,Streaming,64.26849148447903,6:55,79.91614735259915,28.584081555280164,19.551532871344197,65.30294169963392
2025-05-04,Pixel 7,Android 14,Video Editing,45.48894352942848,8:34,101.73861856822582,45.474042666615475,15.963708405450006,57.237702153221754
2025-04-06,Dell XPS 13,ios 17.4,Coding,48.92844519323761,2:43,86.08480938059581,50.179993099809074,40.02411019788502,25.22653964218808
2025-05-04,Lenovo Yoga 9i,Windows 11 23H2,Gaming,46.77420806668254,9:26,83.71856455754943,46.694358202202544,21.717424118652588,39.09457147453779
2025-05-02,iPad Air 5,macOS 13.3.1,Gaming,62.54529147738261,6:01,102.25895471033137,58.50467410100931,86.40209939092475,67.69396073148981
2025-05-16,HP Spectre x360,iPadOS 17.4,Coding,84.75613455380908,6:37,106.25520483278436,44.006198069797804,14.471445770654372,51.7286424079056
2025-04-22,Dell XPS 13,Android 13,Coding,53.043359024719294,8:47,82.09670105086093,34.54192110345582,78.40303851515829,31.23825755744529
2025-04-22,"MacBook Pro 14""",ios 17.4,Gaming,74.45864142595575,4:15,87.33115970064136,35.77406824782383,13.120264125328058,24.619768836216704
2025-04-27,HP Spectre x360,iPadOS 17.4,Coding,105.93482201545892,4:44,91.55873183519387,50.21691909783238,35.667912104549714,35.60259529978169
2025-05-06,Pixel 7,Windows 11 23H2,Idle,73.82513194371884,6:01,103.03313300521573,36.049625070856415,56.65768936777768,69.81698283725001
2025-05-12,Lenovo Yoga 9i,Windows 11 23H2,Idle,48.31272112919282,6:36,91.77921169655306,44.57607822714241,19.01885155028191,47.30066766344011
2025-04-25,iPad Air 5,iPadOS 17.4,Gaming,23.49214343642104,6:35,85.83778773762938,42.55626966043903,89.21308160732734,47.21687909107806
2025-05-15,Galaxy S22,macOS 13.3.1,Gaming,36.740048787005016,3:36,89.35794297228803,38.04993182575083,79.35108239363866,58.598042074065134
2025-04-23,iPhone 15 Pro,iPadOS 17.4,Streaming,96.4000881674606,3:57,89.36040392175408,31.464060338267725,80.51803003684158,75.42577162025825
2025-04-07,Dell XPS 13,ios 17.4,Idle,64.54485705194342,3:27,94.3932525225954,46.80033443224354,82.42467230004027,77.83073554360155
2025-05-16,"MacBook Pro 14""",macOS 13.3.1,Idle,44.06605154712992,8:44,96.98246636599455,37.7857163108011,23.904338272285685,71.08332292368546
2025-04-25,"MacBook Pro 14""",macOS 13.3.1,Idle,84.56544413740268,9:47,93.21982331246448,44.36809436961682,36.51602165546982,43.49662734102701
2025-05-09,iPhone 15 Pro,Android 13,Gaming,82.62365299660458,3:51,86.94302783892502,42.53266738802481,59.304703371735755,27.241987957710577
2025-05-16,Surface Pro 9,Android 13,Gaming,72.71062709676379,4:42,93.33779308217244,40.175497071138054,48.39159430649853,53.08129776738284
2025-04-27,HP Spectre x360,macOS 13.3.1,Gaming,58.03912754486737,8:03,98.73333990792845,42.36983528146946,71.86099983817505,61.384122490351416
2025-04-15,HP Spectre x360,Android 14,Coding,25.683449744124992,6:39,96.33767141275833,46.9001543049081,70.17882102010743,41.82479766598027
2025-04-17,Galaxy S22,iPadOS 17.4,Coding,84.36094854488498,3:31,88.23606405047333,39.25303746051993,58.5735285075295,41.04760304072837
2025-04-25,iPad Air 5,Android 13,Gaming,65.60414529899953,3:48,101.53060974555115,53.7385391280187,34.16246237687039,54.207656622914364
2025-05-10,Galaxy S22,macOS 13.3.1,Gaming,41.215428709246865,3:36,82.60613242328168,47.654971362544806,83.72600935697602,50.70945595047522
2025-04-11,HP Spectre x360,iPadOS 17.4,Coding,94.36281534275251,4:44,79.22457277083286,57.069923145576894,29.388484113605312,47.27436375134005
2025-04-26,"MacBook Pro 14""",macOS 13.3.1,Idle,87.67865301366618,9:47,104.76783086343164,47.188126049493526,41.425633892105765,31.79928725439488
2025-04-03,Lenovo Yoga 9i,iPadOS 17.4,Gaming,88.82268717543788,8:36,102.8623254312154,31.674289552237344,25.323835999462858,77.68136292091285
2025-04-10,iPhone 15 Pro,ios 17.4,Idle,26.708997542127733,6:36,86.93247056462786,59.246748430100766,47.75371640781581,46.07080436349754
2025-05-05,Dell XPS 13,iPadOS 17.4,Gaming,33.9794120727335,2:50,93.93290322542354,35.021177878974,71.8554012815385,81.94243634849147
2025-05-13,HP Spectre x360,iPadOS 17.4,Coding,84.71572769822315,6:37,96.27536108632245,37.28844029219281,19.08754231098831,44.28575649920891
2025-05-10,Galaxy S22,ios 17.4,Video Editing,37.01412899087311,4:28,85.8175658475677,32.308534516153166,61.164617557373376,34.073556572867545
2025-04-03,"MacBook Pro 14""",Windows 11 23H2,Idle,33.32227231729607,8:02,97.01050330810293,50.112097761399006,19.515428962311596,72.71873230607143
2025-04-18,Dell XPS 13,ios 17.4,Coding,69.92163960312935,9:57,85.27983922266365,41.60919889887287,75.7477350205448,40.18821991588667
2025-04-28,Surface Pro 9,Windows 11 23H2,Gaming,43.64756505866314,3:48,99.37458338700667,42.721934972163034,11.692842261401687,53.73341764842281
2025-04-17,Galaxy S22,Windows 11 23H2,Video Editing,31.711425387173854,2:44,93.11610358272938,32.13128779899834,47.60346987315435,55.989983715433404
2025-05-18,iPad Air 5,iPadOS 17.4,Video Editing,74.67946501703196,8:53,98.27266072254763,39.95822477899678,56.48460494250623,53.281013906970415
2025-05-18,"MacBook Pro 14""",ios 17.4,Streaming,56.43665335797237,6:55,95.17443633537117,37.34018023919449,11.013534190412463,74.11447531188249
2025-04-30,Dell XPS 13,ios 17.4,Coding,47.516658078695,2:43,91.78829668718669,53.49934806849751,29.853130041948795,21.527857890535486
2025-04-06,"MacBook Pro 14""",ios 17.4,Gaming,75.41407808386865,4:15,89.63248195307138,30.262436343710796,11.86610514280449,19.788444253369487
2025-04-19,Pixel 7,ios 17.4,Streaming,88.22373334401065,5:19,90.65071571754991,47.904283863928306,47.88491593691498,64.51004401666255
2025-04-27,Galaxy S22,Windows 11 23H2,Gaming,71.3819099310736,7:59,92.97433782859699,52.43379442820122,64.79491191991556,38.16720465458714
2025-04-03,"MacBook Pro 14""",Windows 11 23H2,Idle,40.60001092053584,8:02,94.24232451853285,46.60147881830264,28.48720696826998,70.19642876839809
2025-04-21,Pixel 7,Windows 11 23H2,Idle,69.79896803504231,6:01,98.11684164095367,39.83621868656533,53.45577923707473,68.70646277455403
2025-05-13,Dell XPS 13,Windows 11 23H2,Gaming,94.17970223940083,3:58,89.32495398831642,36.043922879634096,64.79630715564825,68.74040812276219
2025-04-20,"MacBook Pro 14""",ios 17.4,Gaming,69.50902921184355,4:15,87.60738085392651,45.08896602455811,25.59528140350873,21.688263530130307
2025-04-17,iPhone 15 Pro,Android 13,Gaming,85.84999682285026,3:51,97.74729501072035,43.82646263882092,52.347675760510214,29.20412781286473
2025-04-24,iPad Air 5,iPadOS 17.4,Streaming,88.31930061176485,9:46,98.40132970140091,39.04479508187555,67.48381475098336,35.815282443381946
2025-04-12,Dell XPS 13,macOS 13.3.1,Coding,28.378853317310696,4:31,93.78247913896905,43.619381783183954,37.21985200661525,62.322865120488444
2025-04-27,Galaxy S22,Windows 11 23H2,Video Editing,38.58044575039874,2:44,94.02261238665845,42.16077091144919,49.49709916463589,58.48263483203582
2025-04-16,Lenovo Yoga 9i,iPadOS 17.4,Gaming,76.86095664996608,8:36,103.95936983340303,39.15748485750059,33.60485008993048,74.4349648042392
2025-05-23,Pixel 7,Android 13,Gaming,16.26436820043311,2:35,100.9748701229979,50.060732295327576,62.79225134978694,77.35457951420833
2025-04-06,Dell XPS 13,ios 17.4,Coding,54.218198343708494,2:43,76.73062857946407,57.70371076513806,37.7769983191542,21.180813385949826
2025-04-18,Pixel 7,ios 17.4,Coding,24.141879057259338,2:15,97.92223621846304,39.65879799326878,43.493867959805144,80.86701058040998
2025-05-14,Galaxy S22,Android 14,Streaming,89.9196834090424,3:14,105.32353659840692,39.291246896117045,36.19898400777809,37.10798047609461
2025-04-18,Pixel 7,Android 13,Video Editing,54.43190513613751,2:29,86.46528886935529,39.93704677073254,70.13338835149847,53.30683968373026
2025-04-30,HP Spectre x360,macOS 13.3.1,Coding,44.573841839277854,4:37,90.62176063710348,44.968960270074575,68.16656832367529,25.76442979812314
2025-04-30,iPhone 15 Pro,iPadOS 17.4,Idle,89.98144950211764,3:03,109.51997389064323,48.07480510937675,80.06314814276075,36.20463832771473
2025-05-22,Lenovo Yoga 9i,ios 17.4,Coding,56.54055198277343,9:41,98.91170901986354,45.53815729209274,36.11588264919992,64.02505111601513
2025-05-17,Dell XPS 13,iPadOS 17.4,Gaming,35.519325956339415,2:50,93.36038107198354,27.678146092367953,74.55661274909097,77.53635253849328
2025-05-15,Galaxy S22,Windows 11 23H2,Streaming,46.59636395461476,2:21,84.82545219156758,39.74480805297924,52.33478571706906,70.76590540686944
2025-04-11,Galaxy S22,iPadOS 17.4,Idle,76.91603203663608,7:36,100.38933346216658,43.292306496569395,19.637174436687054,20.811948520359863
2025-05-17,iPhone 15 Pro,Android 13,Idle,68.12076410914423,8:35,84.74725365492675,40.136460930655154,59.82402597298143,31.465954397763973
2025-04-19,HP Spectre x360,Windows 11 23H2,Idle,92.9576819101541,2:53,107.78804413005813,45.49592794369754,75.70467566970089,26.089203463346074
2025-04-29,Lenovo Yoga 9i,Windows 11 23H2,Idle,45.39482400973134,6:36,93.33828190279662,47.87144958386582,19.836905123908718,41.10639659769305
2025-05-07,Pixel 7,iPadOS 17.4,Streaming,28.242528354793937,3:50,101.80111721850656,56.975088555935955,46.15589098978316,33.20931741377043
2025-04-04,Lenovo Yoga 9i,iPadOS 17.4,Gaming,83.38276481379071,8:36,99.72667858734803,38.29084990678179,34.85038479792956,73.67369512487079
2025-04-28,"MacBook Pro 14""",Windows 11 23H2,Idle,15.872380622836689,9:24,94.03429594493622,35.89078464495481,25.242151897522245,79.86763049753542
2025-04-24,Dell XPS 13,iPadOS 17.4,Idle,37.95146392608518,4:06,87.92913816804746,45.72423384652099,54.59540894585245,46.92066205639924
2025-05-17,Dell XPS 13,iPadOS 17.4,Video Editing,40.13912715732429,5:16,99.40574762308644,46.73403668414288,49.384359199687935,78.16718310509332
2025-04-26,Dell XPS 13,ios 17.4,Gaming,97.36351353773556,7:06,87.66362840676346,39.763294226306336,63.98007758484638,86.55404827838277
2025-05-09,Dell XPS 13,iPadOS 17.4,Gaming,41.35365110492288,2:50,85.94368385365469,41.88165843527842,80.71463382378852,70.0604624565585
2025-04-25,Dell XPS 13,Windows 11 23H2,Coding,81.87500387742712,9:11,92.61986987316047,54.31236077151952,100.53505814399045,78.75593174693165
2025-04-22,Surface Pro 9,macOS 13.3.1,Idle,75.67565673417238,7:28,106.37438710719275,21.491927673824865,59.83401095629154,56.415398858521954
2025-04-10,Dell XPS 13,Android 13,Coding,56.83147484081236,8:47,108.11256808747045,40.01330970535015,78.82893654304563,33.999679089233354
